"","month","iso_code","date","location","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million","total_tests","total_tests_per_thousand","total_vaccinations","total_boosters","total_vaccinations_per_hundred","total_boosters_per_hundred","population","population_density","continent"
"2071","2020-10","LIE","2020-10-31","Liechtenstein",576,3,15057.249,78.423,11513,300.962,0,0,0,0,38254,237.012,"Europe"
"2072","2020-11","LIE","2020-11-30","Liechtenstein",1312,17,34297.067,444.398,15722,410.99,0,0,0,0,38254,237.012,"Europe"
"2073","2020-12","LIE","2020-12-31","Liechtenstein",2221,44,58059.288,1150.207,20937,547.315,0,0,0,0,38254,237.012,"Europe"
"2074","2021-01","LIE","2021-01-31","Liechtenstein",2565,53,67051.812,1385.476,24687,645.344,841,0,2.2,0,38254,237.012,"Europe"
"2075","2021-02","LIE","2021-02-28","Liechtenstein",2648,55,69221.519,1437.758,28324,740.419,2601,0,6.8,0,38254,237.012,"Europe"
"2076","2021-03","LIE","2021-03-31","Liechtenstein",2753,56,71966.33,1463.899,33763,882.601,6101,0,15.95,0,38254,237.012,"Europe"
"2077","2021-04","LIE","2021-04-30","Liechtenstein",3021,56,78972.134,1463.899,40691,1063.706,12998,0,33.98,0,38254,237.012,"Europe"
"2078","2021-05","LIE","2021-05-31","Liechtenstein",3103,57,81115.7,1490.04,46748,1222.042,21836,0,57.08,0,38254,237.012,"Europe"
"2079","2021-06","LIE","2021-06-30","Liechtenstein",3131,58,81847.65,1516.181,51447,1344.879,32483,0,84.91,0,38254,237.012,"Europe"
"2080","2021-07","LIE","2021-07-31","Liechtenstein",3187,58,83311.549,1516.181,57488,1502.797,39207,0,102.49,0,38254,237.012,"Europe"
"2081","2021-08","LIE","2021-08-31","Liechtenstein",3391,58,88644.325,1516.181,61904,1618.236,43140,0,112.77,0,38254,237.012,"Europe"
"2082","2021-09","LIE","2021-09-30","Liechtenstein",3557,58,92983.74,1516.181,68166,1781.931,46862,0,122.5,0,38254,237.012,"Europe"
"2083","2020-01","LKA","2020-01-31","Sri Lanka",1,0,0.047,0,0,0,0,0,0,0,21497306,341.955,"Asia"
"2084","2020-02","LKA","2020-02-29","Sri Lanka",1,0,0.047,0,14,0.001,0,0,0,0,21497306,341.955,"Asia"
"2085","2020-03","LKA","2020-03-31","Sri Lanka",143,2,6.652,0.093,2566,0.119,0,0,0,0,21497306,341.955,"Asia"
"2086","2020-04","LKA","2020-04-30","Sri Lanka",663,7,30.841,0.326,22418,1.043,0,0,0,0,21497306,341.955,"Asia"
"2087","2020-05","LKA","2020-05-31","Sri Lanka",1633,10,75.963,0.465,65355,3.04,0,0,0,0,21497306,341.955,"Asia"
"2088","2020-06","LKA","2020-06-30","Sri Lanka",2047,11,95.221,0.512,107810,5.015,0,0,0,0,21497306,341.955,"Asia"
"2089","2020-07","LKA","2020-07-31","Sri Lanka",2815,11,130.947,0.512,160226,7.453,0,0,0,0,21497306,341.955,"Asia"
"2090","2020-08","LKA","2020-08-31","Sri Lanka",3049,12,141.832,0.558,228052,10.608,0,0,0,0,21497306,341.955,"Asia"
"2091","2020-09","LKA","2020-09-30","Sri Lanka",3380,13,157.229,0.605,289588,13.471,0,0,0,0,21497306,341.955,"Asia"
"2092","2020-10","LKA","2020-10-31","Sri Lanka",10663,20,496.016,0.93,512735,23.851,0,0,0,0,21497306,341.955,"Asia"
"2093","2020-11","LKA","2020-11-30","Sri Lanka",23987,118,1115.814,5.489,835391,38.86,0,0,0,0,21497306,341.955,"Asia"
"2094","2020-12","LKA","2020-12-31","Sri Lanka",43299,204,2014.159,9.49,1250417,58.166,0,0,0,0,21497306,341.955,"Asia"
"2095","2021-01","LKA","2021-01-31","Sri Lanka",64157,316,2984.42,14.7,1721936,80.1,59154,0,0.28,0,21497306,341.955,"Asia"
"2096","2021-02","LKA","2021-02-28","Sri Lanka",83094,464,3865.322,21.584,2112747,98.28,466350,0,2.17,0,21497306,341.955,"Asia"
"2097","2021-03","LKA","2021-03-31","Sri Lanka",92706,568,4312.447,26.422,2443942,113.686,913219,0,4.25,0,21497306,341.955,"Asia"
"2098","2021-04","LKA","2021-04-30","Sri Lanka",108146,678,5030.677,31.539,2770955,128.898,953461,0,4.44,0,21497306,341.955,"Asia"
"2099","2021-05","LKA","2021-05-31","Sri Lanka",186364,1441,8669.179,67.032,3495070,162.582,1956742,0,9.1,0,21497306,341.955,"Asia"
"2100","2021-06","LKA","2021-06-30","Sri Lanka",259089,3077,12052.161,143.134,4058187,188.777,3693103,0,17.18,0,21497306,341.955,"Asia"
"2101","2021-07","LKA","2021-07-31","Sri Lanka",308812,4436,14365.149,206.351,4447648,206.893,11768810,0,54.75,0,21497306,341.955,"Asia"
"2102","2021-08","LKA","2021-08-31","Sri Lanka",440302,9185,20481.729,427.263,4975852,231.464,20126990,0,93.63,0,21497306,341.955,"Asia"
"2103","2021-09","LKA","2021-09-30","Sri Lanka",517377,12906,24067.062,600.354,5281658,245.689,26233218,0,122.03,0,21497306,341.955,"Asia"
"2104","2020-05","LSO","2020-05-31","Lesotho",2,0,0.926,0,0,0,0,0,0,0,2159067,73.562,"Africa"
"2105","2020-06","LSO","2020-06-30","Lesotho",27,0,12.505,0,0,0,0,0,0,0,2159067,73.562,"Africa"
"2106","2020-07","LSO","2020-07-31","Lesotho",604,13,279.75,6.021,0,0,0,0,0,0,2159067,73.562,"Africa"
"2107","2020-08","LSO","2020-08-31","Lesotho",1085,31,502.532,14.358,0,0,0,0,0,0,2159067,73.562,"Africa"
"2108","2020-09","LSO","2020-09-30","Lesotho",1595,36,738.745,16.674,0,0,0,0,0,0,2159067,73.562,"Africa"
"2109","2020-10","LSO","2020-10-31","Lesotho",1953,44,904.557,20.379,0,0,0,0,0,0,2159067,73.562,"Africa"
"2110","2020-11","LSO","2020-11-30","Lesotho",2109,44,976.811,20.379,0,0,0,0,0,0,2159067,73.562,"Africa"
"2111","2020-12","LSO","2020-12-31","Lesotho",3094,51,1433.026,23.621,0,0,0,0,0,0,2159067,73.562,"Africa"
"2112","2021-01","LSO","2021-01-31","Lesotho",8664,172,4012.844,79.664,0,0,0,0,0,0,2159067,73.562,"Africa"
"2113","2021-02","LSO","2021-02-28","Lesotho",10491,292,4859.043,135.244,0,0,0,0,0,0,2159067,73.562,"Africa"
"2114","2021-03","LSO","2021-03-31","Lesotho",10706,315,4958.623,145.896,0,0,0,0,0,0,2159067,73.562,"Africa"
"2115","2021-04","LSO","2021-04-30","Lesotho",10731,316,4970.202,146.36,0,0,0,0,0,0,2159067,73.562,"Africa"
"2116","2021-05","LSO","2021-05-31","Lesotho",10831,326,5016.519,150.991,0,0,0,0,0,0,2159067,73.562,"Africa"
"2117","2021-06","LSO","2021-06-30","Lesotho",11344,329,5254.121,152.381,0,0,0,0,0,0,2159067,73.562,"Africa"
"2118","2021-07","LSO","2021-07-31","Lesotho",12908,374,5978.508,173.223,0,0,0,0,0,0,2159067,73.562,"Africa"
"2119","2021-08","LSO","2021-08-31","Lesotho",14395,403,6667.232,186.655,0,0,0,0,0,0,2159067,73.562,"Africa"
"2120","2021-09","LSO","2021-09-30","Lesotho",14395,403,6667.232,186.655,0,0,0,0,0,0,2159067,73.562,"Africa"
"2121","2020-02","LTU","2020-02-29","Lithuania",1,0,0.372,0,0,0,0,0,0,0,2689862,45.135,"Europe"
"2122","2020-03","LTU","2020-03-31","Lithuania",468,4,173.987,1.487,8863,3.295,0,0,0,0,2689862,45.135,"Europe"
"2123","2020-04","LTU","2020-04-30","Lithuania",1375,32,511.179,11.897,122790,45.649,0,0,0,0,2689862,45.135,"Europe"
"2124","2020-05","LTU","2020-05-31","Lithuania",1667,54,619.734,20.075,291255,108.279,0,0,0,0,2689862,45.135,"Europe"
"2125","2020-06","LTU","2020-06-30","Lithuania",1812,61,673.641,22.678,409526,152.248,0,0,0,0,2689862,45.135,"Europe"
"2126","2020-07","LTU","2020-07-31","Lithuania",2069,63,769.184,23.421,481833,179.129,0,0,0,0,2689862,45.135,"Europe"
"2127","2020-08","LTU","2020-08-31","Lithuania",2900,69,1078.122,25.652,589146,219.025,0,0,0,0,2689862,45.135,"Europe"
"2128","2020-09","LTU","2020-09-30","Lithuania",4688,77,1742.84,28.626,719626,267.533,0,0,0,0,2689862,45.135,"Europe"
"2129","2020-10","LTU","2020-10-31","Lithuania",14815,152,5507.717,56.508,945972,351.68,0,0,0,0,2689862,45.135,"Europe"
"2130","2020-11","LTU","2020-11-30","Lithuania",61311,620,22793.363,230.495,1267460,471.199,0,0,0,0,2689862,45.135,"Europe"
"2131","2020-12","LTU","2020-12-31","Lithuania",141955,1796,52774.083,667.692,1641913,610.408,9755,0,0.36,0,2689862,45.135,"Europe"
"2132","2021-01","LTU","2021-01-31","Lithuania",182543,2808,67863.333,1043.92,1931025,717.89,94729,0,3.52,0,2689862,45.135,"Europe"
"2133","2021-02","LTU","2021-02-28","Lithuania",199145,3244,74035.397,1206.01,2128510,791.308,240807,4,8.95,0,2689862,45.135,"Europe"
"2134","2021-03","LTU","2021-03-31","Lithuania",216119,3574,80345.758,1328.693,2391166,888.955,522433,15,19.42,0,2689862,45.135,"Europe"
"2135","2021-04","LTU","2021-04-30","Lithuania",247269,3923,91926.277,1458.439,2892504,1075.335,990573,64,36.83,0,2689862,45.135,"Europe"
"2136","2021-05","LTU","2021-05-31","Lithuania",274383,4266,102006.348,1585.955,3504822,1302.975,1613768,182,59.99,0.01,2689862,45.135,"Europe"
"2137","2021-06","LTU","2021-06-30","Lithuania",278769,4383,103636.915,1629.452,3905581,1451.963,2245976,333,83.5,0.01,2689862,45.135,"Europe"
"2138","2021-07","LTU","2021-07-31","Lithuania",282818,4415,105142.197,1641.348,4195776,1559.848,2582834,433,96.02,0.02,2689862,45.135,"Europe"
"2139","2021-08","LTU","2021-08-31","Lithuania",298825,4561,111093.06,1695.626,4621787,1718.225,2999824,1607,111.52,0.06,2689862,45.135,"Europe"
"2140","2021-09","LTU","2021-09-30","Lithuania",331683,4993,123308.556,1856.229,5202037,1933.942,3225848,28305,119.93,1.05,2689862,45.135,"Europe"
"2141","2020-02","LUX","2020-02-29","Luxembourg",1,0,1.575,0,17,0.027,0,0,0,0,634814,231.447,"Europe"
"2142","2020-03","LUX","2020-03-31","Luxembourg",2178,23,3430.926,36.231,16421,25.867,0,0,0,0,634814,231.447,"Europe"
"2143","2020-04","LUX","2020-04-30","Luxembourg",3784,90,5960.801,141.774,43596,68.675,0,0,0,0,634814,231.447,"Europe"
"2144","2020-05","LUX","2020-05-31","Luxembourg",4018,110,6329.413,173.279,77357,121.858,0,0,0,0,634814,231.447,"Europe"
"2145","2020-06","LUX","2020-06-30","Luxembourg",4299,110,6772.062,173.279,191117,301.06,0,0,0,0,634814,231.447,"Europe"
"2146","2020-07","LUX","2020-07-31","Luxembourg",6695,114,10546.396,179.58,483028,760.897,0,0,0,0,634814,231.447,"Europe"
"2147","2020-08","LUX","2020-08-31","Luxembourg",6625,124,10436.128,195.333,645680,1017.117,0,0,0,0,634814,231.447,"Europe"
"2148","2020-09","LUX","2020-09-30","Luxembourg",8509,124,13403.926,195.333,834949,1315.266,0,0,0,0,634814,231.447,"Europe"
"2149","2020-10","LUX","2020-10-31","Luxembourg",17134,152,26990.583,239.44,1072430,1689.361,0,0,0,0,634814,231.447,"Europe"
"2150","2020-11","LUX","2020-11-30","Luxembourg",34678,321,54627.025,505.66,1363500,2147.873,0,0,0,0,634814,231.447,"Europe"
"2151","2020-12","LUX","2020-12-31","Luxembourg",46415,495,73115.905,779.756,1651667,2601.812,0,0,0,0,634814,231.447,"Europe"
"2152","2021-01","LUX","2021-01-31","Luxembourg",50388,577,79374.431,908.928,1866749,2940.624,0,0,0,0,634814,231.447,"Europe"
"2153","2021-02","LUX","2021-02-28","Luxembourg",55110,637,86812.83,1003.444,2122099,3342.867,0,0,0,0,634814,231.447,"Europe"
"2154","2021-03","LUX","2021-03-31","Luxembourg",61642,746,97102.458,1175.147,2412194,3799.844,95679,1,15.07,0,634814,231.447,"Europe"
"2155","2021-04","LUX","2021-04-30","Luxembourg",67205,796,105865.655,1253.911,2672993,4210.671,196259,2,30.92,0,634814,231.447,"Europe"
"2156","2021-05","LUX","2021-05-31","Luxembourg",69932,815,110161.402,1283.841,2904786,4575.806,351171,3,55.32,0,634814,231.447,"Europe"
"2157","2021-06","LUX","2021-06-30","Luxembourg",70787,818,111508.253,1288.566,3089692,4867.082,551875,8,86.93,0,634814,231.447,"Europe"
"2158","2021-07","LUX","2021-07-31","Luxembourg",73870,822,116364.793,1294.867,3292034,5185.825,710723,117,111.96,0.02,634814,231.447,"Europe"
"2159","2021-08","LUX","2021-08-31","Luxembourg",75760,830,119342.043,1307.47,3423445,5392.832,763831,424,120.32,0.07,634814,231.447,"Europe"
"2160","2021-09","LUX","2021-09-30","Luxembourg",78219,835,123215.619,1315.346,3523486,5550.423,790314,3668,124.5,0.58,634814,231.447,"Europe"
"2161","2020-01","LVA","2020-01-24","Latvia",0,0,0,0,0,0,0,0,0,0,1866934,31.212,"Europe"
"2162","2020-02","LVA","2020-02-29","Latvia",0,0,0,0,116,0.062,0,0,0,0,1866934,31.212,"Europe"
"2163","2020-03","LVA","2020-03-31","Latvia",398,0,213.184,0,14807,7.931,0,0,0,0,1866934,31.212,"Europe"
"2164","2020-04","LVA","2020-04-30","Latvia",858,15,459.577,8.035,57886,31.006,0,0,0,0,1866934,31.212,"Europe"
"2165","2020-05","LVA","2020-05-31","Latvia",1066,24,570.99,12.855,109071,58.423,0,0,0,0,1866934,31.212,"Europe"
"2166","2020-06","LVA","2020-06-30","Latvia",1118,30,598.843,16.069,150837,80.794,0,0,0,0,1866934,31.212,"Europe"
"2167","2020-07","LVA","2020-07-31","Latvia",1231,32,659.37,17.14,198508,106.328,0,0,0,0,1866934,31.212,"Europe"
"2168","2020-08","LVA","2020-08-31","Latvia",1396,34,747.75,18.212,251717,134.829,0,0,0,0,1866934,31.212,"Europe"
"2169","2020-09","LVA","2020-09-30","Latvia",1824,37,977.003,19.819,320018,171.414,0,0,0,0,1866934,31.212,"Europe"
"2170","2020-10","LVA","2020-10-31","Latvia",5894,71,3157.048,38.03,454253,243.315,0,0,0,0,1866934,31.212,"Europe"
"2171","2020-11","LVA","2020-11-30","Latvia",17075,206,9146.012,110.341,624539,334.527,0,0,0,0,1866934,31.212,"Europe"
"2172","2020-12","LVA","2020-12-31","Latvia",40904,635,21909.719,340.13,877015,469.762,2331,0,0.12,0,1866934,31.212,"Europe"
"2173","2021-01","LVA","2021-01-31","Latvia",66241,1195,35481.169,640.087,1173821,628.743,24219,0,1.3,0,1866934,31.212,"Europe"
"2174","2021-02","LVA","2021-02-28","Latvia",86186,1618,46164.46,866.662,1447910,775.555,63850,0,3.42,0,1866934,31.212,"Europe"
"2175","2021-03","LVA","2021-03-31","Latvia",102363,1899,54829.469,1017.176,1839592,985.355,143198,0,7.67,0,1866934,31.212,"Europe"
"2176","2021-04","LVA","2021-04-30","Latvia",118558,2131,63504.12,1141.444,2245899,1202.988,322712,0,17.29,0,1866934,31.212,"Europe"
"2177","2021-05","LVA","2021-05-31","Latvia",133199,2376,71346.389,1272.675,2612273,1399.232,765506,0,41,0,1866934,31.212,"Europe"
"2178","2021-06","LVA","2021-06-30","Latvia",137429,2513,73612.136,1346.057,2855023,1529.258,1121387,0,60.07,0,1866934,31.212,"Europe"
"2179","2021-07","LVA","2021-07-31","Latvia",138863,2556,74380.241,1369.09,3081813,1650.735,1321832,0,70.8,0,1866934,31.212,"Europe"
"2180","2021-08","LVA","2021-08-31","Latvia",142637,2578,76401.737,1380.874,3466727,1856.909,1477251,0,79.13,0,1866934,31.212,"Europe"
"2181","2021-09","LVA","2021-09-30","Latvia",158291,2717,84786.607,1455.327,4331771,2320.259,1637648,0,87.72,0,1866934,31.212,"Europe"
"2182","2021-02","MAC","2021-02-28","Macao",0,0,0,0,0,0,14426,0,2.19,0,658391,20546.766,"Asia"
"2183","2021-03","MAC","2021-03-31","Macao",0,0,0,0,0,0,51017,0,7.75,0,658391,20546.766,"Asia"
"2184","2021-04","MAC","2021-04-30","Macao",0,0,0,0,0,0,104136,0,15.82,0,658391,20546.766,"Asia"
"2185","2021-05","MAC","2021-05-31","Macao",0,0,0,0,0,0,173404,0,26.34,0,658391,20546.766,"Asia"
"2186","2021-06","MAC","2021-06-30","Macao",0,0,0,0,0,0,340645,0,51.74,0,658391,20546.766,"Asia"
"2187","2021-07","MAC","2021-07-31","Macao",0,0,0,0,0,0,509754,0,77.42,0,658391,20546.766,"Asia"
"2188","2021-08","MAC","2021-08-31","Macao",0,0,0,0,0,0,NA,0,NA,0,658391,20546.766,"Asia"
"2189","2021-09","MAC","2021-09-30","Macao",0,0,0,0,0,0,672372,0,102.12,0,658391,20546.766,"Asia"
"2190","2020-02","MAR","2020-02-29","Morocco",0,0,0,0,25,0.001,0,0,0,0,37344787,80.08,"Africa"
"2191","2020-03","MAR","2020-03-31","Morocco",617,36,16.522,0.964,2900,0.078,0,0,0,0,37344787,80.08,"Africa"
"2192","2020-04","MAR","2020-04-30","Morocco",4423,170,118.437,4.552,34841,0.933,0,0,0,0,37344787,80.08,"Africa"
"2193","2020-05","MAR","2020-05-31","Morocco",7807,205,209.052,5.489,209139,5.6,0,0,0,0,37344787,80.08,"Africa"
"2194","2020-06","MAR","2020-06-30","Morocco",12533,228,335.602,6.105,681191,18.241,0,0,0,0,37344787,80.08,"Africa"
"2195","2020-07","MAR","2020-07-31","Morocco",24322,353,651.282,9.452,1252365,33.535,0,0,0,0,37344787,80.08,"Africa"
"2196","2020-08","MAR","2020-08-31","Morocco",62590,1141,1676.004,30.553,1934334,51.797,0,0,0,0,37344787,80.08,"Africa"
"2197","2020-09","MAR","2020-09-30","Morocco",123653,2194,3311.118,58.75,2621314,70.192,0,0,0,0,37344787,80.08,"Africa"
"2198","2020-10","MAR","2020-10-31","Morocco",219084,3695,5866.522,98.943,3326650,89.079,0,0,0,0,37344787,80.08,"Africa"
"2199","2020-11","MAR","2020-11-30","Morocco",356336,5846,9541.787,156.541,3953900,105.876,0,0,0,0,37344787,80.08,"Africa"
"2200","2020-12","MAR","2020-12-31","Morocco",439193,7388,11760.49,197.832,4457349,119.357,0,0,0,0,37344787,80.08,"Africa"
"2201","2021-01","MAR","2021-01-31","Morocco",471157,8275,12616.406,221.584,4904833,131.339,126000,0,0.34,0,37344787,80.08,"Africa"
"2202","2021-02","MAR","2021-02-28","Morocco",483654,8623,12951.045,230.902,NA,NA,NA,0,NA,0,37344787,80.08,"Africa"
"2203","2021-03","MAR","2021-03-31","Morocco",496097,8818,13284.237,236.124,5473383,146.564,7994600,0,21.41,0,37344787,80.08,"Africa"
"2204","2021-04","MAR","2021-04-30","Morocco",511249,9023,13689.97,241.613,5750626,153.987,9315054,0,24.94,0,37344787,80.08,"Africa"
"2205","2021-05","MAR","2021-05-31","Morocco",519216,9147,13903.306,244.934,5993324,160.486,14143401,0,37.87,0,37344787,80.08,"Africa"
"2206","2021-06","MAR","2021-06-30","Morocco",531361,9296,14228.519,248.924,6304409,168.816,19109805,0,51.17,0,37344787,80.08,"Africa"
"2207","2021-07","MAR","2021-07-31","Morocco",623528,9785,16696.52,262.018,6985179,187.046,23755510,0,63.61,0,37344787,80.08,"Africa"
"2208","2021-08","MAR","2021-08-31","Morocco",860948,12649,23054.034,338.709,8112980,217.245,33721703,0,90.3,0,37344787,80.08,"Africa"
"2209","2021-09","MAR","2021-09-30","Morocco",933071,14267,24985.308,382.035,8775932,234.998,NA,0,NA,0,37344787,80.08,"Africa"
"2210","2020-02","MCO","2020-02-29","Monaco",1,0,25.304,0,0,0,0,0,0,0,39520,19347.5,"Europe"
"2211","2020-03","MCO","2020-03-31","Monaco",52,1,1315.789,25.304,0,0,0,0,0,0,39520,19347.5,"Europe"
"2212","2020-04","MCO","2020-04-30","Monaco",95,4,2403.846,101.215,0,0,0,0,0,0,39520,19347.5,"Europe"
"2213","2020-05","MCO","2020-05-31","Monaco",99,4,2505.061,101.215,0,0,0,0,0,0,39520,19347.5,"Europe"
"2214","2020-06","MCO","2020-06-30","Monaco",103,4,2606.275,101.215,0,0,0,0,0,0,39520,19347.5,"Europe"
"2215","2020-07","MCO","2020-07-31","Monaco",120,4,3036.437,101.215,0,0,0,0,0,0,39520,19347.5,"Europe"
"2216","2020-08","MCO","2020-08-31","Monaco",154,4,3896.761,101.215,0,0,0,0,0,0,39520,19347.5,"Europe"
"2217","2020-09","MCO","2020-09-30","Monaco",218,2,5516.194,50.607,0,0,0,0,0,0,39520,19347.5,"Europe"
"2218","2020-10","MCO","2020-10-31","Monaco",359,2,9084.008,50.607,0,0,0,0,0,0,39520,19347.5,"Europe"
"2219","2020-11","MCO","2020-11-30","Monaco",609,3,15409.919,75.911,0,0,0,0,0,0,39520,19347.5,"Europe"
"2220","2020-12","MCO","2020-12-31","Monaco",875,3,22140.688,75.911,0,0,0,0,0,0,39520,19347.5,"Europe"
"2221","2021-01","MCO","2021-01-31","Monaco",1489,13,37677.126,328.947,0,0,0,0,0,0,39520,19347.5,"Europe"
"2222","2021-02","MCO","2021-02-28","Monaco",1956,24,49493.927,607.287,0,0,0,0,0,0,39520,19347.5,"Europe"
"2223","2021-03","MCO","2021-03-31","Monaco",2288,28,57894.737,708.502,0,0,0,0,0,0,39520,19347.5,"Europe"
"2224","2021-04","MCO","2021-04-30","Monaco",2454,32,62095.142,809.717,0,0,0,0,0,0,39520,19347.5,"Europe"
"2225","2021-05","MCO","2021-05-31","Monaco",2504,32,63360.324,809.717,0,0,0,0,0,0,39520,19347.5,"Europe"
"2226","2021-06","MCO","2021-06-30","Monaco",2577,33,65207.49,835.02,0,0,0,0,0,0,39520,19347.5,"Europe"
"2227","2021-07","MCO","2021-07-31","Monaco",2889,33,73102.227,835.02,0,0,0,0,0,0,39520,19347.5,"Europe"
"2228","2021-08","MCO","2021-08-31","Monaco",3201,33,80996.964,835.02,0,0,0,0,0,0,39520,19347.5,"Europe"
"2229","2021-09","MCO","2021-09-30","Monaco",3314,33,83856.275,835.02,0,0,0,0,0,0,39520,19347.5,"Europe"
"2230","2020-03","MDA","2020-03-31","Moldova",353,4,87.723,0.994,0,0,0,0,0,0,4024025,123.655,"Europe"
"2231","2020-04","MDA","2020-04-30","Moldova",3897,116,968.433,28.827,0,0,0,0,0,0,4024025,123.655,"Europe"
"2232","2020-05","MDA","2020-05-31","Moldova",8251,295,2050.435,73.31,0,0,0,0,0,0,4024025,123.655,"Europe"
"2233","2020-06","MDA","2020-06-30","Moldova",16613,545,4128.453,135.437,0,0,0,0,0,0,4024025,123.655,"Europe"
"2234","2020-07","MDA","2020-07-31","Moldova",24733,778,6146.334,193.339,0,0,0,0,0,0,4024025,123.655,"Europe"
"2235","2020-08","MDA","2020-08-31","Moldova",36920,995,9174.893,247.265,0,0,0,0,0,0,4024025,123.655,"Europe"
"2236","2020-09","MDA","2020-09-30","Moldova",53042,1320,13181.33,328.03,0,0,0,0,0,0,4024025,123.655,"Europe"
"2237","2020-10","MDA","2020-10-31","Moldova",76040,1785,18896.503,443.586,0,0,0,0,0,0,4024025,123.655,"Europe"
"2238","2020-11","MDA","2020-11-30","Moldova",107364,2304,26680.749,572.561,0,0,0,0,0,0,4024025,123.655,"Europe"
"2239","2020-12","MDA","2020-12-31","Moldova",144818,2985,35988.345,741.795,0,0,0,0,0,0,4024025,123.655,"Europe"
"2240","2021-01","MDA","2021-01-31","Moldova",159804,3438,39712.477,854.368,0,0,0,0,0,0,4024025,123.655,"Europe"
"2241","2021-02","MDA","2021-02-28","Moldova",185453,3949,46086.443,981.356,0,0,0,0,0,0,4024025,123.655,"Europe"
"2242","2021-03","MDA","2021-03-31","Moldova",230241,4960,57216.593,1232.597,0,0,40321,0,1,0,4024025,123.655,"Europe"
"2243","2021-04","MDA","2021-04-30","Moldova",250837,5812,62334.851,1444.325,0,0,147315,0,3.66,0,4024025,123.655,"Europe"
"2244","2021-05","MDA","2021-05-31","Moldova",255186,6107,63415.61,1517.635,1112865,276.555,416814,0,10.36,0,4024025,123.655,"Europe"
"2245","2021-06","MDA","2021-06-30","Moldova",256734,6194,63800.299,1539.255,NA,NA,726970,0,18.07,0,4024025,123.655,"Europe"
"2246","2021-07","MDA","2021-07-31","Moldova",259478,6255,64482.204,1554.414,NA,NA,1042636,0,25.91,0,4024025,123.655,"Europe"
"2247","2021-08","MDA","2021-08-31","Moldova",267526,6401,66482.191,1590.696,NA,NA,NA,0,NA,0,4024025,123.655,"Europe"
"2248","2021-09","MDA","2021-09-30","Moldova",294392,6777,73158.591,1684.135,NA,NA,1401428,0,34.83,0,4024025,123.655,"Europe"
"2249","2020-03","MDG","2020-03-31","Madagascar",57,0,2.005,0,0,0,0,0,0,0,28427333,43.951,"Africa"
"2250","2020-04","MDG","2020-04-30","Madagascar",128,0,4.503,0,3228,0.114,0,0,0,0,28427333,43.951,"Africa"
"2251","2020-05","MDG","2020-05-31","Madagascar",771,6,27.122,0.211,11311,0.398,0,0,0,0,28427333,43.951,"Africa"
"2252","2020-06","MDG","2020-06-30","Madagascar",2214,20,77.883,0.704,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2253","2020-07","MDG","2020-07-31","Madagascar",10868,106,382.308,3.729,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2254","2020-08","MDG","2020-08-31","Madagascar",14863,192,522.842,6.754,57927,2.038,0,0,0,0,28427333,43.951,"Africa"
"2255","2020-09","MDG","2020-09-30","Madagascar",16408,230,577.191,8.091,70950,2.496,0,0,0,0,28427333,43.951,"Africa"
"2256","2020-10","MDG","2020-10-31","Madagascar",17111,244,601.921,8.583,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2257","2020-11","MDG","2020-11-30","Madagascar",17341,251,610.011,8.83,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2258","2020-12","MDG","2020-12-31","Madagascar",17714,261,623.133,9.181,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2259","2021-01","MDG","2021-01-31","Madagascar",19065,281,670.657,9.885,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2260","2021-02","MDG","2021-02-28","Madagascar",19831,297,697.603,10.448,NA,NA,0,0,0,0,28427333,43.951,"Africa"
"2261","2021-03","MDG","2021-03-31","Madagascar",24426,418,859.243,14.704,143926,5.063,0,0,0,0,28427333,43.951,"Africa"
"2262","2021-04","MDG","2021-04-30","Madagascar",37014,643,1302.057,22.619,184336,6.484,0,0,0,0,28427333,43.951,"Africa"
"2263","2021-05","MDG","2021-05-31","Madagascar",41342,839,1454.305,29.514,203657,7.164,36640,0,0.13,0,28427333,43.951,"Africa"
"2264","2021-06","MDG","2021-06-30","Madagascar",42216,913,1485.05,32.117,215737,7.589,NA,0,NA,0,28427333,43.951,"Africa"
"2265","2021-07","MDG","2021-07-31","Madagascar",42663,943,1500.774,33.172,227325,7.997,NA,0,NA,0,28427333,43.951,"Africa"
"2266","2021-08","MDG","2021-08-31","Madagascar",42869,956,1508.02,33.63,NA,NA,NA,0,NA,0,28427333,43.951,"Africa"
"2267","2021-09","MDG","2021-09-30","Madagascar",42898,958,1509.041,33.7,NA,NA,NA,0,NA,0,28427333,43.951,"Africa"
"2268","2020-03","MDV","2020-03-31","Maldives",18,0,33.111,0,1132,2.082,0,0,0,0,543620,1454.433,"Asia"
"2269","2020-04","MDV","2020-04-30","Maldives",468,1,860.895,1.84,7311,13.449,0,0,0,0,543620,1454.433,"Asia"
"2270","2020-05","MDV","2020-05-31","Maldives",1773,5,3261.469,9.198,23825,43.827,0,0,0,0,543620,1454.433,"Asia"
"2271","2020-06","MDV","2020-06-30","Maldives",2361,9,4343.107,16.556,50336,92.594,0,0,0,0,543620,1454.433,"Asia"
